RefNo,Time_Stamp,X_Acceleration,Y_Acceleration,Z_Acceleration,AmbientTemp,BeltTemp,MotorCurrent,DrivenRPM,DriveRPM
4708,2019_04_10 18:16:52,0.9022,-2.0398,7.5707,32.11,32.05,7.227,540,780
4709,2019_04_10 18:16:53,1.0983,-0.1569,7.7669,32.05,32.05,7.813,600,780
4710,2019_04_10 18:16:54,1.9613,-2.589,8.2768,32.09,31.99,8.643,540,720
4711,2019_04_10 18:16:55,-0.7453,-1.4906,7.2177,32.09,32.05,8.301,600,780
4712,2019_04_10 18:16:56,-0.863,0.9414,8.1984,32.05,32.05,7.422,540,780
4713,2019_04_10 18:16:57,-0.4315,-0.1569,7.1785,32.11,32.03,8.008,600,780
4714,2019_04_10 18:16:58,-0.6276,-2.432,7.7276,32.05,32.05,8.447,540,780
4715,2019_04_10 18:16:59,0.353,-1.3729,8.1591,32.09,32.05,8.203,600,720
4716,2019_04_10 18:17:00,0.9022,-2.2751,7.6492,32.05,32.03,8.35,540,780
4717,2019_04_10 18:17:01,-1.4122,-0.7061,7.7669,32.03,32.03,8.203,600,780
4718,2019_04_10 18:17:02,0.9414,-3.4912,7.4531,32.05,32.03,8.496,540,780
