0.784500,-2.628200,7.923800,32.030000,31.610000,6.201000,690.000000,960.000000,2.079000,-5.138700,7.845300,32.030000,31.630000,5.908000,720.000000,930.000000,0.117700,-0.941400,7.688400,32.010000,31.550000,6.201000,720.000000,960.000000,1.569100,-2.392800,7.963000,32.010000,31.690000,5.811000,660.000000,960.000000,0.431500,-1.216000,7.492300,32.030000,31.670000,5.518000,720.000000,900.000000,1.294500,-2.628200,8.198400,32.030000,31.690000,5.859000,720.000000,960.000000,1.490600,0.313800,8.629900,31.990000,31.690000,5.908000,720.000000,960.000000
0.117700,-0.941400,7.688400,32.010000,31.550000,6.201000,720.000000,960.000000,1.569100,-2.392800,7.963000,32.010000,31.690000,5.811000,660.000000,960.000000,0.431500,-1.216000,7.492300,32.030000,31.670000,5.518000,720.000000,900.000000,1.294500,-2.628200,8.198400,32.030000,31.690000,5.859000,720.000000,960.000000,1.490600,0.313800,8.629900,31.990000,31.690000,5.908000,720.000000,960.000000,0.313800,1.726000,7.806100,32.030000,31.690000,6.494000,660.000000,960.000000,0.470700,-2.942000,7.727600,32.030000,31.690000,6.006000,720.000000,900.000000
0.431500,-1.216000,7.492300,32.030000,31.670000,5.518000,720.000000,900.000000,1.294500,-2.628200,8.198400,32.030000,31.690000,5.859000,720.000000,960.000000,1.490600,0.313800,8.629900,31.990000,31.690000,5.908000,720.000000,960.000000,0.313800,1.726000,7.806100,32.030000,31.690000,6.494000,660.000000,960.000000,0.470700,-2.942000,7.727600,32.030000,31.690000,6.006000,720.000000,900.000000,-0.235400,1.059100,7.845300,32.010000,31.690000,5.811000,720.000000,960.000000,0.784500,-2.118200,7.923800,32.030000,31.710000,5.957000,720.000000,960.000000
1.490600,0.313800,8.629900,31.990000,31.690000,5.908000,720.000000,960.000000,0.313800,1.726000,7.806100,32.030000,31.690000,6.494000,660.000000,960.000000,0.470700,-2.942000,7.727600,32.030000,31.690000,6.006000,720.000000,900.000000,-0.235400,1.059100,7.845300,32.010000,31.690000,5.811000,720.000000,960.000000,0.784500,-2.118200,7.923800,32.030000,31.710000,5.957000,720.000000,960.000000,2.079000,0.588400,8.198400,31.990000,31.710000,5.957000,660.000000,960.000000,2.157500,-0.196100,7.923800,32.010000,31.690000,5.811000,720.000000,960.000000
0.470700,-2.942000,7.727600,32.030000,31.690000,6.006000,720.000000,900.000000,-0.235400,1.059100,7.845300,32.010000,31.690000,5.811000,720.000000,960.000000,0.784500,-2.118200,7.923800,32.030000,31.710000,5.957000,720.000000,960.000000,2.079000,0.588400,8.198400,31.990000,31.710000,5.957000,660.000000,960.000000,2.157500,-0.196100,7.923800,32.010000,31.690000,5.811000,720.000000,960.000000,0.470700,-3.844200,7.845300,32.010000,31.750000,6.104000,720.000000,900.000000,0.588400,-0.627600,7.453100,32.010000,31.750000,5.957000,720.000000,960.000000
0.784500,-2.118200,7.923800,32.030000,31.710000,5.957000,720.000000,960.000000,2.079000,0.588400,8.198400,31.990000,31.710000,5.957000,660.000000,960.000000,2.157500,-0.196100,7.923800,32.010000,31.690000,5.811000,720.000000,960.000000,0.470700,-3.844200,7.845300,32.010000,31.750000,6.104000,720.000000,900.000000,0.588400,-0.627600,7.453100,32.010000,31.750000,5.957000,720.000000,960.000000,0.078500,1.765200,8.316000,32.010000,31.710000,5.664000,660.000000,960.000000,2.510500,0.274600,8.041500,31.990000,31.750000,6.152000,720.000000,960.000000
2.157500,-0.196100,7.923800,32.010000,31.690000,5.811000,720.000000,960.000000,0.470700,-3.844200,7.845300,32.010000,31.750000,6.104000,720.000000,900.000000,0.588400,-0.627600,7.453100,32.010000,31.750000,5.957000,720.000000,960.000000,0.078500,1.765200,8.316000,32.010000,31.710000,5.664000,660.000000,960.000000,2.510500,0.274600,8.041500,31.990000,31.750000,6.152000,720.000000,960.000000,2.824300,-1.412200,8.433700,31.990000,31.750000,5.713000,720.000000,900.000000,1.569100,0.863000,8.041500,32.010000,31.750000,5.566000,720.000000,960.000000
0.588400,-0.627600,7.453100,32.010000,31.750000,5.957000,720.000000,960.000000,0.078500,1.765200,8.316000,32.010000,31.710000,5.664000,660.000000,960.000000,2.510500,0.274600,8.041500,31.990000,31.750000,6.152000,720.000000,960.000000,2.824300,-1.412200,8.433700,31.990000,31.750000,5.713000,720.000000,900.000000,1.569100,0.863000,8.041500,32.010000,31.750000,5.566000,720.000000,960.000000,0.588400,0.470700,7.884500,31.970000,31.710000,5.518000,660.000000,960.000000,1.412200,-3.295000,7.531500,31.990000,31.770000,5.371000,720.000000,960.000000
2.510500,0.274600,8.041500,31.990000,31.750000,6.152000,720.000000,960.000000,2.824300,-1.412200,8.433700,31.990000,31.750000,5.713000,720.000000,900.000000,1.569100,0.863000,8.041500,32.010000,31.750000,5.566000,720.000000,960.000000,0.588400,0.470700,7.884500,31.970000,31.710000,5.518000,660.000000,960.000000,1.412200,-3.295000,7.531500,31.990000,31.770000,5.371000,720.000000,960.000000,0.431500,-5.491700,6.707700,32.010000,31.750000,5.664000,720.000000,900.000000,2.118200,0.313800,8.316000,32.010000,31.750000,5.420000,690.000000,960.000000
1.569100,0.863000,8.041500,32.010000,31.750000,5.566000,720.000000,960.000000,0.588400,0.470700,7.884500,31.970000,31.710000,5.518000,660.000000,960.000000,1.412200,-3.295000,7.531500,31.990000,31.770000,5.371000,720.000000,960.000000,0.431500,-5.491700,6.707700,32.010000,31.750000,5.664000,720.000000,900.000000,2.118200,0.313800,8.316000,32.010000,31.750000,5.420000,690.000000,960.000000,2.039800,-1.961300,7.139200,32.010000,31.750000,5.664000,690.000000,960.000000,-0.745300,-1.765200,7.649200,31.990000,31.890000,6.152000,720.000000,960.000000
